,PC1,PC2,PC3,vaccine,words,tsne1,tsne2,tsne3,cluster,aa
12332,0.11280327,-0.254851884,-0.020849581,No,upset,-9.592743,-7.0385995,12.856561,4,2
11577,0.112815637,0.34378439,-0.30305598,No,teamgp,1.7982495,24.193935,10.812938,3,2
10897,0.112819277,0.342044231,-0.132090373,No,solihull,12.077779,19.093885,-9.580865,3,2
8719,0.112894234,0.24725611,-0.065757058,No,pediatrician,15.67387,12.966206,-22.219328,3,2
11788,0.113036792,-0.317686221,0.102741536,No,throat,0.9648369,-7.257395,19.165651,4,2
9262,0.113072441,0.428539578,-0.166654678,No,prioritizing,24.989735,21.210558,3.5819638,3,2
10319,0.113178952,-0.219101603,0.139930072,No,saver,2.5146353,-5.557232,17.504482,4,2
329,0.113198088,0.476380793,0.11879072,No,217,22.57139,3.8049695,-10.689348,3,2
5216,0.113260639,0.362343343,-0.189471363,No,governorva,16.782347,9.927568,0.33858207,3,2
4380,0.113545269,0.013737461,-0.091201064,No,expectant,-0.15893196,4.059884,3.5069911,3,2
9380,0.113551846,0.026096698,-0.15982265,No,protec,0.2486455,17.526678,0.45372456,3,2
9739,0.113604791,-0.034002277,-0.122404221,No,recommending,22.624481,4.300202,14.172124,4,2
6400,0.113642811,-0.017695286,-0.139616621,No,ivanka,-1.6475297,10.409846,2.6601777,4,2
2056,0.113702162,-0.055101921,-0.102437351,No,buddy,-2.637983,12.510631,12.278417,4,2
2386,0.113738196,0.219818208,-0.184314835,No,charlie,12.637655,9.729543,-0.94234294,3,2
3866,0.113791548,-0.170308585,-0.061901281,No,drneilstone,-1.1418724,-3.3073828,10.345923,4,2
11572,0.113828593,0.208363379,-0.234922548,No,teachertwitter,-5.0309396,19.85359,-5.2603965,3,2
5528,0.113862718,0.337225316,-0.210094458,No,healthyfla,15.680022,13.699298,0.000396102,3,2
7265,0.113943488,0.462463949,0.031343854,No,manor,18.726376,16.549715,-9.277311,3,2
6852,0.113979459,0.048689554,-0.30343754,No,leaflet,-9.873586,23.441347,-4.0628686,3,2
2294,0.114018174,0.022093594,-0.281121018,No,cdphe,-11.8008175,8.445613,10.791183,3,2
3451,0.114031809,0.530018764,0.006787282,No,dept,18.274382,0.6715834,-25.436312,3,2
5349,0.11407164,0.345192464,-0.254554174,No,guests,14.179895,13.410852,-6.4582276,3,2
4115,0.114101254,-0.035617206,-0.094211101,No,empty,-2.3709507,-4.4519224,0.83876497,4,2
9314,0.11425309,0.428364739,-0.195122367,No,professionals,24.787916,23.79836,-3.078636,3,2
7748,0.114271476,-0.030957521,-0.223904271,No,moore,-6.2797403,10.3024235,3.4827912,4,2
7248,0.11427655,0.207332876,-0.245572697,No,manchesterhcc,-3.1677117,18.826715,8.588177,3,2
1594,0.114470477,0.019157236,-0.166453956,No,bcmhouston,0.87056977,12.84608,2.705932,3,2
8384,0.11448449,0.189380018,-0.31690986,No,op,-5.9517965,19.322908,10.602564,3,2
7985,0.114485737,-0.124098888,-0.190426871,No,needy,-21.91536,-8.103152,16.961763,4,2
4145,0.114609854,0.370381462,-0.447120639,No,enfield,-6.0124216,21.511063,-12.569435,3,2
981,0.114682039,-0.153748093,-0.264627914,No,alot,-17.062962,7.212557,19.586464,4,2
6540,0.114708558,0.411895481,-0.136909293,No,jones,15.401612,12.59943,-9.2039,3,2
12020,0.114771433,0.128298203,-0.088865189,No,tremendous,-0.008616419,23.49019,7.76477,3,2
4324,0.114904528,-0.188046806,0.154801818,No,exact,-3.8503296,-7.9025874,8.763528,4,2
9489,0.114911163,-0.31890281,-0.281051161,No,purposely,-26.424706,-0.21022508,8.124331,4,2
12432,0.115188502,-0.007104823,-0.048451656,No,vams,15.810069,12.736629,5.162186,4,2
10594,0.115361239,0.007546363,-0.189424879,No,shaming,-1.6305714,16.266924,0.65336084,3,2
9460,0.115380603,-0.194222203,-0.189917878,No,pull,-9.742198,5.517991,15.230185,4,2
609,0.115418796,0.207520504,0.127360264,No,abc7,7.9854307,-1.113683,6.490113,3,2
4125,0.115429334,0.198626653,-0.227176256,No,encourag,-5.2910433,18.559322,-8.870568,3,2
7292,0.115516934,0.226836476,0.165539084,No,marion,17.348492,1.6288273,-3.9074166,3,2
11182,0.115525953,-0.349727824,-0.081309607,No,stfu,-15.251053,-6.147029,13.551773,4,2
497,0.115653829,0.167104186,0.569924567,No,6th,23.001223,-5.235937,0.7340956,2,2
5506,0.115658458,0.511821135,-0.112213221,No,healt,14.474486,19.79508,-3.867632,3,2
10642,0.115780349,-0.161528018,-0.009091255,No,shitshow,-2.090126,-6.4466543,5.797344,4,2
6767,0.115782486,0.412957711,-0.368968598,No,lambeth,9.610959,15.27059,-16.359674,3,2
10705,0.115782739,-0.36513444,0.311543493,No,sideeffects,4.363639,-23.019772,9.400554,4,2
4941,0.115850852,-0.155317647,0.257308035,No,fu,3.3806655,-9.298544,9.744915,1,2
424,0.115932933,0.032941378,-0.065408295,No,430,-0.5448662,1.857117,9.7233305,3,2
2465,0.115981601,-0.226775302,-0.280712787,No,choices,-13.249679,4.090606,15.803827,4,2
9259,0.116075746,0.196459595,-0.241875325,No,prioritize,13.680428,21.516394,2.6842415,3,2
12685,0.116076031,-0.215063123,-0.211949332,No,wasting,-21.265148,-5.0521283,15.484292,4,2
7155,0.116111037,0.053365111,-0.04145986,No,lunchtime,-6.801838,18.652025,14.670434,3,2
6611,0.116129078,-0.284558144,-0.016150535,No,karma,-4.471322,-7.3525524,17.38712,4,2
10726,0.116213025,-0.291232579,-0.243728322,No,silly,-19.213705,-5.97238,11.948531,4,2
4013,0.116266978,-0.378505325,-0.063704422,No,effing,-12.0043335,-9.468123,16.902424,4,2
12528,0.116272438,0.588280446,0.213709928,No,virginia,24.246529,14.609426,3.8274188,3,2
9866,0.116276994,0.175808284,0.464149982,No,remained,21.297321,-7.660321,-0.9161039,2,2
5396,0.116315735,-0.038488266,-0.038150376,No,halfway,-0.08272171,10.649135,13.742333,4,2
9664,0.116404115,-0.370967906,0.492427188,No,reactions,4.9118595,-24.173813,10.588421,1,2
5541,0.116451419,-0.110819629,-0.14163835,No,heat,-2.8086107,3.5798542,13.005273,4,2
10455,0.116699045,-0.168072522,-0.070608714,No,secondgentleman,-30.33461,1.2691021,8.862066,4,2
10641,0.11671617,-0.283343285,-0.174559584,No,shite,-16.260143,-0.40065277,14.094102,4,2
623,0.116781432,-0.015228431,-0.3827842,No,abou,-10.975564,13.6235695,-2.9458,4,2
10475,0.116797434,-0.4290841,0.209500229,No,seducers,-0.55728686,-12.419227,23.914152,4,2
5503,0.116857558,0.376618108,-0.119124126,No,heads,22.142859,9.0190115,-5.57635,3,2
8683,0.116873004,0.028576791,0.153643328,No,patrol,11.948284,-0.47925213,4.909224,3,2
6414,0.116886736,0.214020224,-0.185881099,No,jacksonhealth,10.577698,12.835348,-4.315948,3,2
9791,0.117090444,-0.019074019,-0.164400755,No,refusing,4.7575774,22.550333,2.873257,4,2
10995,0.117152232,0.051542599,-0.007825555,No,speedy,-2.1550698,15.664453,15.010261,3,2
5189,0.117378179,-0.240153149,-0.230471453,No,gosh,-15.995337,-0.8466599,17.351128,4,2
1470,0.117574084,-0.130275391,-0.261943397,No,aware,-10.425507,27.038864,-5.6223807,4,2
9435,0.117645328,-0.191696384,-0.084265961,No,ptsd,-1.4885685,-0.84230727,11.183402,4,2
5852,0.11773295,0.042417561,0.110985857,No,hypertension,15.468507,0.0463999,11.488296,3,2
6524,0.117761835,0.543526673,-0.006114408,No,join,25.48791,7.7097707,-17.921284,3,2
4781,0.117876617,0.392544193,-0.055359849,No,folkestone,20.404442,10.150716,-8.450586,3,2
12697,0.117941662,-0.274452561,0.497703891,No,waves,9.9568205,-1.8475084,26.08192,2,2
11809,0.11794785,-0.244178033,-0.088311786,No,ticket,-7.7607465,-0.9235168,15.828531,4,2
1499,0.117968527,0.235980175,-0.31315131,No,backgrounds,0.5390704,20.629547,-20.639576,3,2
10120,0.118306433,0.219227652,-0.295610794,No,roc,10.46276,14.888214,-3.5519457,3,2
10370,0.118333087,0.052908637,-0.021936276,No,schoolnurse,6.0130367,3.0905085,11.279664,3,2
12464,0.118390256,0.143414822,-0.115875479,No,vehicles,9.204153,4.8796597,1.2654719,3,2
2046,0.11839277,0.123403605,-0.218014839,No,bthft,-2.1371653,19.352898,12.99897,3,2
3742,0.118493234,-0.509691175,-0.129981409,No,dolly,-6.090806,3.9473653,28.830727,4,2
8959,0.118498417,-0.169060673,0.000583112,No,plenty,-23.692038,8.525948,-8.103281,4,2
3037,0.118523878,0.47611748,0.030592779,No,countys,21.502111,7.6297774,1.0622985,3,2
12729,0.118675855,-0.006328882,0.259365517,No,wedding,7.9874887,0.63777,16.04156,2,2
6880,0.118768115,-0.011418726,-0.040567358,No,leftovers,4.547547,20.101809,1.6487145,4,2
7395,0.118794778,0.126469456,-0.119932359,No,mdandersonnews,-0.877171,20.544285,13.0203085,3,2
1853,0.118816157,0.257453166,-0.089999232,No,bofastadium,25.586811,2.6288626,-4.5603166,3,2
7795,0.119162091,0.26910799,-0.147741679,No,mpftnhs,2.563383,20.13637,11.571717,3,2
11152,0.119469039,0.07947003,0.161967924,No,steadily,14.553954,-8.644874,4.04808,3,2
10318,0.119481078,-0.017953126,-0.189904338,No,savelives,-5.932392,12.53096,14.956496,4,2
3907,0.119512126,-0.19288003,-0.170378207,No,duh,-13.30521,2.741556,15.01454,4,2
8296,0.119618216,0.200909589,-0.352345592,No,ochealth,11.200994,15.121804,1.5455738,3,2
2640,0.119638943,-0.114680762,-0.238693652,No,coat,-9.955654,11.081428,9.297598,4,2
3909,0.119667532,0.429917151,-0.119555741,No,dukehealth,22.01607,5.5555773,-7.19991,3,2
4179,0.119756948,0.273040593,-0.198172403,No,ent,11.558603,13.311407,-3.3859477,3,2
592,0.119896956,0.432920375,-0.073735494,No,aahealth,21.611288,18.82966,-10.805283,3,2
452,0.120068048,0.194951122,0.51088423,No,52,18.515644,-8.370491,5.1328216,2,2
5831,0.120261008,0.010216521,-0.120722269,No,hunters,8.752572,10.596568,4.2264595,3,2
89,0.120265029,0.186571551,-0.144917864,No,1400,8.2470875,12.786521,0.58416903,3,2
6100,0.120440195,-0.182161194,-0.089609574,No,individual,-9.12202,-20.458925,18.359474,4,2
1283,0.120535016,0.24533428,0.623057793,No,arrive,17.795116,-11.130031,-9.926722,2,2
10110,0.120610661,0.043071054,-0.090622494,No,roads,-0.5322863,5.926317,8.846326,3,2
355,0.120637949,0.019756128,0.30327631,No,25000,14.691787,-8.731205,4.0499616,2,2
12794,0.120741605,-0.108581207,-0.274784691,No,whatsyourwhy,-12.422756,15.235046,5.97321,4,2
6492,0.120819757,-0.282409512,-0.227024874,No,jim_jordan,-19.829561,1.3448603,12.184338,4,2
1519,0.120823503,0.408175537,-0.144001229,No,baltimore,18.183966,9.534862,-3.6331573,3,2
11025,0.120901733,-0.157894162,-0.264480335,No,sport,-14.483731,9.715767,15.45217,4,2
5183,0.120954968,-0.45861322,-0.231335808,No,gop,-29.809088,-4.749287,0.84389246,4,2
1892,0.121075419,-0.17604313,-0.260299246,No,bored,-21.447823,8.85622,10.312123,4,2
7730,0.121145673,-0.046476072,0.239516841,No,monitored,0.8067164,-13.115703,6.8090167,1,2
12459,0.12119272,0.321961976,-0.234929305,No,vdhgov,14.080856,12.6148205,0.2778314,3,2
6688,0.121209481,0.384216182,-0.19787621,No,kingsburymandir,2.7025487,23.190125,11.723086,3,2
5213,0.121211946,0.353613445,-0.083008726,No,governor,18.899082,16.39767,3.6419744,3,2
10084,0.121261605,0.15115634,-0.122456623,No,ringing,5.686321,11.510369,1.2027075,3,2
7875,0.121312962,-0.035336523,-0.101771755,No,myvax,-1.751038,12.369804,15.732523,4,2
5191,0.121346437,0.012482389,0.041186857,No,gotmyshot,-0.90130746,13.538114,14.387427,3,2
11180,0.12135316,0.004055389,-0.364308045,No,stewards,-7.8409,23.691383,1.4999726,3,2
12063,0.121402645,-0.681905956,-0.09310718,No,TRUE,-11.594581,-10.256828,23.577536,4,2
11146,0.121467079,-0.162273378,-0.12259057,No,stayhealthy,-22.479378,9.275387,20.619137,4,2
4305,0.121475083,0.459542196,0.160855652,No,evers,22.236908,1.4342889,0.69024634,3,2
7376,0.121549666,0.273560186,-0.143736191,No,mayoclinic,-0.48664913,19.67865,11.475653,3,2
6486,0.12162584,-0.182008942,-0.179482498,No,jfc,-6.454876,-2.4171646,16.397228,4,2
7913,0.121644163,-0.372452949,0.055477443,No,nasty,-1.655542,-5.4481406,15.411766,4,2
3871,0.121713539,-0.029597306,0.392380318,No,dropped,18.416643,-11.047819,10.044989,2,2
10173,0.121894296,-0.185918908,-0.089658979,No,routine,-4.5154634,3.1345477,8.508002,4,2
4848,0.12200781,0.022989559,0.338898028,No,forty,17.690788,-10.740261,7.219356,2,2
97,0.12215513,0.279633607,0.63121279,No,1500,21.975891,-11.437996,-1.5662892,2,2
10072,0.122254469,-0.353047634,-0.020624682,No,ridiculously,-3.6456716,-7.833582,16.444351,4,2
6967,0.122353892,-0.023447394,0.026666006,No,lightattheendofthetunnel,0.3368,11.634697,15.323666,4,2
9784,0.122551083,0.452569223,0.064959519,No,refugee,19.454527,13.182081,-9.456686,3,2
8895,0.122570507,-0.099479554,0.062078311,No,pinch,-0.37474242,6.938153,17.253212,4,2
8250,0.122607965,0.184445775,-0.010515622,No,nyphospital,0.54424417,14.505056,8.249419,3,2
10605,0.12268451,0.398812692,-0.108128032,No,sharon,14.809499,13.706385,-11.336657,3,2
753,0.122824409,0.081623282,-0.116059332,No,adequately,7.3091526,8.21149,7.1364384,3,2
10066,0.122862782,-0.310551868,-0.173396272,No,riddle,-17.680782,1.1624632,13.921248,4,2
7303,0.122868716,0.123512552,-0.380606816,No,marklevinenyc,0.85174835,23.89846,-3.8298612,3,2
7416,0.122935933,0.358317849,-0.052092877,No,mecfs,19.982616,6.9149275,-3.2650833,3,2
2926,0.123173518,0.367823603,0.031206615,No,contra,19.952173,10.104795,-0.66230464,3,2
1290,0.123208587,0.071226277,-0.503880342,No,art,-9.0672,24.027264,1.7277445,3,2
1774,0.123209253,0.536131387,-0.039827577,No,birmingham,20.621384,13.230913,-7.7280273,3,2
1493,0.123286365,-0.20664346,-0.005587373,No,babies,-5.9664297,-17.8862,15.428239,4,2
9652,0.123302025,0.047696603,-0.169197531,No,rd,1.5602882,4.7781453,8.647085,3,2
6782,0.123391374,-0.110138313,-0.050860349,No,lap,3.7662039,1.1154329,13.160804,4,2
9313,0.123400568,0.299615045,-0.311472992,No,professionalism,2.5606909,24.598612,11.91456,3,2
10031,0.123528944,-0.257794829,-0.109099662,No,retweeted,-5.460423,-5.1184955,14.278182,4,2
2409,0.12354006,0.33745489,-0.176629503,No,checkout,8.252089,21.48317,-5.9002204,3,2
8306,0.123675727,-0.342177657,-0.068286754,No,offense,-14.164091,-8.135841,11.92367,4,2
158,0.123766933,0.133721631,0.074716173,No,2000,15.363512,-6.8493195,1.4717191,3,2
3394,0.123891308,0.32952434,0.679576537,No,delivered,22.25946,-11.599927,-1.2391989,2,2
7890,0.12395139,-0.267472923,-0.238581283,No,nails,-17.072817,1.8167373,10.346455,4,2
11870,0.124077843,-0.127702471,-0.1761712,No,todayshow,-12.3479595,6.3237324,5.632321,4,2
10664,0.124304243,-0.075069838,0.45236173,No,shortly,11.544735,-16.915667,10.025236,2,2
10284,0.12437445,-0.172498714,-0.232869365,No,sanitizer,-21.881413,8.288871,15.614892,4,2
3031,0.12440865,0.027654849,0.489129708,No,country,3.2504725,-16.143942,-26.466032,2,2
12116,0.124437819,0.398670438,0.295263538,No,turnout,18.431314,-4.5177336,-7.2601213,3,2
4753,0.124495569,0.233988717,-0.195052384,No,floridas,10.333414,17.79333,1.7153171,3,2
7099,0.124545747,-0.220906837,-0.247562807,No,loose,-14.455766,1.6539373,18.127893,4,2
6038,0.124548047,-0.190742153,0.086719238,No,incase,-3.2186387,-7.6534724,13.438412,4,2
9677,0.124602246,-0.559750663,-0.004299089,No,realdonaldtrump,-32.7095,-2.939356,0.37512183,4,2
6812,0.124637596,-0.216503726,-0.111001175,No,laughed,-3.7614822,0.47666082,13.278797,4,2
8888,0.124658214,-0.113828865,-0.207608889,No,pile,-19.580832,2.1895878,16.438107,4,2
1628,0.124680392,-0.216743248,-0.084021166,No,beer,-8.35568,3.1312423,13.087018,4,2
5662,0.124696231,-0.015240178,0.055035052,No,holding,6.9224443,14.354078,-0.4945036,4,2
6912,0.124711726,0.085833527,-0.074595485,No,letsgo,4.4584923,4.218113,2.959642,3,2
4198,0.12480641,-0.211437324,-0.158470866,No,envy,-12.556183,-0.94259804,15.781143,4,2
4156,0.124817894,0.489841965,0.173326749,No,england,9.6968565,27.46253,-9.941467,3,2
6015,0.124862068,0.209472383,-0.053624779,No,impressive,5.557333,22.523037,12.7473755,3,2
12668,0.124927094,0.338783178,-0.24039907,No,warrington,10.221164,23.751322,-7.6667304,3,2
2881,0.125143577,0.33164303,-0.009650556,No,consortium,17.167652,14.377792,-10.441473,3,2
10940,0.125199883,-0.104257509,-0.147883875,No,souls,-20.74651,15.481556,3.550901,4,2
4767,0.125318376,-0.126294272,0.214830221,No,fmf,-0.37474692,10.157805,25.105595,4,2
728,0.125378718,0.071880429,-0.165565159,No,acute,12.736552,19.280838,-12.919902,3,2
3239,0.125429999,-0.376936292,-0.073175153,No,damned,-12.918019,-5.265977,14.049232,4,2
5942,0.125462178,-0.191347646,0.21261213,No,immediately,-7.39486,-10.691877,11.477774,4,2
7373,0.125511915,-0.346502946,0.478017857,No,may,7.1532736,-29.989525,6.721234,1,2
5304,0.125557895,0.491933523,-0.23306029,No,greenwich,14.849482,19.168146,-5.180106,3,2
518,0.125606065,0.218901914,0.05382975,No,78yearold,8.5403,4.4808016,-1.5863023,3,2
3044,0.125648018,0.195289096,-0.068105413,No,courtesy,-6.7264433,18.266142,14.39256,3,2
6997,0.125648332,0.280569605,-0.068330761,No,link,-15.220133,23.632397,-10.732389,3,2
7502,0.125652833,0.065815305,-0.263690682,No,mes,-0.86996996,13.664252,-0.2667117,3,2
3752,0.125676184,-0.257036451,-0.054759842,No,donaldjtrumpjr,-29.911526,0.81577426,4.365648,4,2
13028,0.125730371,-0.49694624,0.052329532,No,yearly,-7.7946095,-6.8540874,16.092327,4,2
5574,0.125737691,-0.487557691,0.468264098,No,herd,4.5885763,-29.86721,7.18862,1,2
7091,0.125798819,-0.045571507,-0.090437567,No,loo,2.088386,2.6283562,9.207257,4,2
5673,0.125844055,0.264169832,-0.16464024,No,hom,13.813961,19.8607,-18.571363,3,2
12293,0.12590161,0.073266488,-0.274220167,No,unpaidcarers,0.51965666,13.29708,2.4357357,3,2
7358,0.126131626,-0.146828361,0.01035733,No,maths,-9.333488,3.5025542,8.057525,4,2
6674,0.126206179,-0.544161837,0.041925564,No,killing,-18.763245,-8.693596,19.393824,4,2
6434,0.126463085,0.379994594,0.335046104,No,jammu,18.696817,-4.6549706,-9.084957,2,2
33,0.126630457,0.145889103,0.397133058,No,105,17.426826,-8.375395,5.701,2,2
6533,0.126672115,-0.250524828,0.098261775,No,joking,-3.2180338,-7.6077094,13.44147,4,2
12245,0.126682521,0.022963667,-0.23610209,No,unemployed,-1.4623454,14.780571,-0.7976009,3,2
3273,0.126778188,0.00134814,0.078927958,No,daviddavismp,8.213191,-4.229735,9.184334,4,2
1440,0.126810648,-0.111095134,-0.188665549,No,autistic,-1.9552677,18.213848,-0.7168636,4,2
8322,0.126902799,-0.21321892,-0.368540197,No,often,-21.11132,3.74423,11.660083,4,2
9676,0.126914115,0.03898419,-0.220149935,No,realdoctormike,-12.950105,17.581507,-10.272175,3,2
7161,0.126966757,0.165754435,-0.211566407,No,lyft,12.6833935,14.477438,0.0360109,3,2
7832,0.127186321,-0.142988004,-0.037743929,No,murdered,11.908303,-10.489312,13.802584,4,2
11199,0.127197958,0.035965912,-0.078431647,No,sto,3.295808,10.269005,2.425723,3,2
808,0.127230025,-0.118233128,-0.212052471,No,advise,-3.3554013,9.308881,4.324176,4,2
1692,0.127348593,-0.227003932,-0.098527875,No,besafe,-22.418867,9.280465,20.788767,4,2
11687,0.127363506,-0.048405918,0.105345129,No,thanksgiving,10.429234,-5.6920443,7.2987223,4,2
2024,0.127384652,-0.051129815,-0.154295445,No,broken,12.438754,8.742939,5.260365,4,2
8805,0.127391186,-0.121853147,0.069933581,No,pfizer_news,-1.1295925,11.0672,17.390461,4,2
6513,0.127405587,0.043034997,-0.10953169,No,johnny,-10.087496,16.5945,13.4462,3,2
6581,0.127493317,0.053302561,0.670927841,No,june,23.835949,-5.707995,6.398829,2,2
7668,0.127510424,-0.096848342,-0.1040966,No,moaning,-3.1598394,7.366112,9.666451,4,2
1687,0.127809837,0.179769179,0.09281277,No,bepartofresearch,7.0847054,28.139776,-10.537232,3,2
5507,0.127846123,0.349517123,0.264966967,No,health,26.75461,20.71248,-5.402286,3,2
8594,0.127869859,-0.252232315,-0.147239067,No,panicking,-11.618085,2.5167875,14.755631,4,2
8848,0.127980443,0.023418838,-0.360737755,No,phillymayor,-12.238975,8.959679,13.493092,3,2
10691,0.127995368,-0.350331595,-0.315252556,No,sht,-15.6509,-2.8670163,18.064611,4,2
12575,0.128073575,-0.060470725,-0.525071718,No,voice,-16.48127,19.860537,-0.6635862,4,2
957,0.128133378,-0.34771814,0.483932985,No,allergic,4.8907905,-24.161293,10.541471,1,2
7587,0.128172957,0.239006221,-0.172824921,No,miltonkeynes,11.355087,20.384113,-12.060542,3,2
5896,0.128192501,-0.65302708,-0.119287955,No,idiots,-12.40444,-8.60606,21.625824,4,2
11412,0.128229119,-0.272743908,-0.134680237,No,surgical,-18.97179,7.170942,16.359116,4,2
2887,0.128311887,-0.37096745,-0.275641605,No,constantly,-15.162837,-3.9108298,17.880405,4,2
6923,0.128318469,0.199027004,-0.178162918,No,lewis,11.600414,9.9800825,-0.6915648,3,2
5606,0.128350605,0.0714792,-0.098988964,No,highlight,-8.284845,18.362194,11.9677305,3,2
2779,0.128417759,-0.223072491,-0.189309582,No,complain,-17.847813,0.5141203,17.015802,4,2
11404,0.128422033,-0.512629599,-0.028245149,No,surely,-13.19598,-6.3300943,18.899597,4,2
8295,0.12847181,0.435743461,-0.293854499,No,ocgovca,15.1453285,15.087173,-3.9466503,3,2
6375,0.128549692,-0.186347746,0.076792097,No,isolation,-8.810955,-15.120994,19.133432,4,2
9251,0.128828958,0.041154061,-0.243797552,No,priorit,3.5595694,21.033669,-0.30761522,3,2
12684,0.128854942,0.076833614,0.381656375,No,wasted,18.165337,-15.575306,-0.18969557,2,2
8160,0.129226512,-0.327744726,0.011253323,No,normally,-5.9415493,-8.724475,18.708752,4,2
119,0.12932637,0.341416995,0.182086882,No,180,18.556145,-1.9558822,-7.3173018,3,2
4955,0.129349683,0.222583354,-0.145675518,No,fultonhealth,2.0647342,19.038414,9.36484,3,2
3019,0.129382743,-0.319298491,0.499197837,No,count,16.545593,-12.769474,5.982173,1,2
9243,0.129416688,0.332284219,-0.316352881,No,principals,11.100845,20.212858,1.4838277,3,2
12151,0.129418246,-0.344169142,0.015044011,No,typical,-3.7856865,-5.2293453,14.935345,4,2
3532,0.12942771,0.034315874,-0.149887071,No,dhscgovuk,-30.4657,13.358286,-1.2960899,3,2
6911,0.129778123,0.04750825,-0.113855178,No,letsdothis,0.4272221,10.337333,12.215238,3,2
4770,0.129811498,-0.015021524,0.140900354,No,foc,12.069887,-0.90242803,18.54331,4,2
7500,0.129895015,-0.191298431,-0.033048751,No,merrychristmas,-0.6689246,7.1212273,23.59956,4,2
8284,0.129901463,0.422194574,-0.238770013,No,oc,-7.7707367,24.049812,-6.937111,3,2
7738,0.12991138,-0.106430896,0.559579374,No,mont,17.287807,-9.5713,9.695036,2,2
10843,0.129942391,-0.151815507,-0.154948609,No,smoke,2.8613641,20.81008,1.0171843,4,2
12637,0.129946774,0.462004481,0.012323453,No,walkin,19.13485,8.814346,-2.5831058,3,2
4944,0.130068607,-0.213623373,-0.176217028,No,fuckin,-13.585296,0.7343699,16.192913,4,2
8073,0.130235312,0.22412684,-0.202880997,No,nhsbartshealth,0.10597505,19.842196,11.788213,3,2
12834,0.130299139,-0.05343022,-0.101491013,No,wicked,-3.8439353,9.503721,14.346259,4,2
5659,0.130417535,-0.116607703,-0.042349438,No,hol,-8.362975,-9.010616,4.244152,4,2
4059,0.130425104,-0.031007408,-0.194839954,No,elitist,4.479761,16.780394,1.7719531,4,2
4130,0.130531682,0.12591103,-0.162031859,No,encouraging,2.318416,27.063965,17.789627,3,2
5082,0.130543813,0.004904524,-0.173566729,No,gettheshot,-1.7030616,13.38286,15.7960415,3,2
3811,0.130730059,0.419977104,-0.041632081,No,dozens,19.955015,9.153025,-1.8627917,3,2
10807,0.13075847,0.05568324,-0.218211102,No,sleevesup,-0.9206997,12.822525,9.141307,3,2
11054,0.13095,0.243925397,-0.146085528,No,squad,4.353374,13.582321,9.268668,3,2
7885,0.13101877,-0.165483725,-0.028415907,No,nah,-1.4915377,1.4034624,12.649913,4,2
3474,0.131060977,0.073468401,-0.392044457,No,designart99,-11.41378,23.601393,2.5919054,3,2
11471,0.13106345,0.185165254,-0.107725355,No,swing,0.14264047,21.85011,4.7266054,3,2
1806,0.131090177,-0.385090809,0.113722736,No,bleak,12.561951,-8.973284,-1.9441285,4,2
11361,0.131094261,0.206520242,-0.119907206,No,superdrug,2.9418876,21.298979,8.764476,3,2
7770,0.131108218,0.446233758,-0.249304853,No,mosques,14.906954,17.55301,-6.488418,3,2
4803,0.131365632,-0.121634831,-0.199513287,No,footage,-10.741729,8.3681,7.447713,4,2
11881,0.131393498,-0.014372936,-0.280844641,No,tombrady,-11.936692,8.017491,10.830128,4,2
10501,0.131501201,0.245950573,0.043373247,No,semester,8.274553,7.6831007,-5.180929,3,2
11346,0.131503861,0.10582496,-0.045830893,No,sun,12.240293,3.8162167,5.688487,3,2
10669,0.131730362,0.201786372,-0.215536724,No,shotofhope,-1.0028298,18.224796,12.202103,3,2
7129,0.131773141,-0.32450166,-0.355954251,No,loves,-7.196774,4.6825995,25.09752,4,2
7704,0.131781676,0.269408385,-0.2676266,No,molly,-3.5164905,19.657816,9.391317,3,2
25,0.132067073,0.207198846,-0.017456989,No,100th,4.435488,13.463758,9.254106,3,2
12387,0.132212673,0.079984203,-0.131136238,No,utter,26.47594,2.454252,9.689771,3,2
1719,0.132248233,-0.278103102,-0.394758125,No,biased,-19.17525,3.5991955,11.903341,4,2
7410,0.132297004,-0.171395923,0.477102707,No,meanwhile,15.838467,-10.597025,7.2271147,2,2
10181,0.132383863,0.301874264,-0.315283055,No,royallondonhosp,10.475498,16.646172,-14.067651,3,2
5483,0.132571506,0.124626881,-0.108531921,No,hawaii,9.653279,12.563539,3.3442156,3,2
2030,0.132599212,0.239888094,-0.086598907,No,brothers,10.5436325,12.133636,-4.576338,3,2
6835,0.132722353,-0.28861243,-0.002054807,No,laying,-0.11871427,3.780339,22.972147,4,2
8256,0.132764801,0.019514553,-0.083895684,No,nyulangone,-0.9805467,13.108843,13.368313,3,2
2128,0.132812909,0.235632337,-0.352511517,No,cagovernor,13.792448,20.045927,2.4390516,3,2
1072,0.132842584,0.160292784,-0.108156912,No,andrews,5.5879984,9.947087,8.988172,3,2
4806,0.132880846,0.117464139,-0.074949281,No,forall,4.607433,4.2539573,2.9708872,3,2
4830,0.133012898,0.159270381,-0.102174851,No,form,-9.8496685,23.210026,-7.047347,3,2
4814,0.133052324,-0.38261566,-0.132684298,No,fordnation,-26.342382,-13.206795,-1.2112017,4,2
4798,0.133157867,-0.453403059,-0.22218007,No,fool,-17.10726,-5.6849895,16.282803,4,2
10994,0.133322063,0.236052669,-0.13436632,No,speedway,9.307706,12.207444,8.972592,3,2
